encoding,auroc,f1,task,type,dataset
WCYKMVHQFDGRLITNEASP,0.7488391917872819,0.8334069818824569,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.73655234380014,0.8238938053097346,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7234186080904985,0.8068592057761733,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7445210410440577,0.8303886925795053,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7404254250483437,0.827220503756076,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7506194697673639,0.8322207387627948,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7309436310415742,0.8226514486391572,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7513317204796148,0.8325912733748887,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7550220302424024,0.8050314465408805,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.741582745255615,0.8272807794508414,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7645017314459039,0.7945205479452054,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7437194973923671,0.8283813747228381,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7542679234647893,0.8226623675725472,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7476365275092014,0.8282647584973166,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.752703901822413,0.7785787847579815,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7500404608631838,0.8300536672629696,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7423389448364963,0.8241610738255034,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7431404884881868,0.8262032085561497,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7438869216538169,0.74877916440586,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7505308744290136,0.8348056537102474,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7677511573202073,0.7946884576098059,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7441645668873877,0.8280764104842292,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7215915908374282,0.7931034482758621,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7554719829450486,0.8365896980461812,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7568448618889363,0.7888607594936708,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7453665335643787,0.8289649044868947,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.730098138521253,0.8240942819729375,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7426961165942556,0.8307692307692308,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7560440158383351,0.7917711991971902,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7407372527352938,0.8287098194627918,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7162556401048077,0.8283676038606799,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.749328210150933,0.829682610639249,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7691358954826144,0.8289719626168224,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7375324733307105,0.8291830493665356,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7687773285226762,0.8123167155425219,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7498179261156734,0.8302055406613047,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.738278208895251,0.7479849543256314,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7423842889073056,0.8292898103220114,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7591601999045681,0.7941767068273092,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7411823222303144,0.8284075871195412,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7706936387151863,0.8278457196613358,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7444324457057072,0.8329679964927663,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.711890052487506,0.8075737560546015,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7418052800031253,0.8271276595744681,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7672223756944619,0.8321033210332104,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7451439988168685,0.8291167332445628,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7351278423756387,0.8231653404067197,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7476372251102906,0.8325231992929739,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7443431527662673,0.8313518273888155,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7404261226494332,0.8314410480349345,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7378861570830229,0.8140382862351869,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7472361044839009,0.8293986636971047,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7657476469915255,0.7911749615187276,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.741627391725335,0.828104286345559,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7624577602540384,0.8201982067012742,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7443871016348979,0.82792352156514,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7248912439901666,0.8300764655904843,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7485273641003318,0.8319290465631929,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.764989354607376,0.7784241142252777,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7460341378069095,0.8285077951002228,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7397571232047235,0.8233719892952721,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7415387963869845,0.8307017543859649,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7641508380979488,0.8307267709291628,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7430072466801164,0.8280141843971631,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7594699347882501,0.7795726941115164,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7373985339215506,0.8267370272647317,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7547492682164573,0.7597402597402597,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7441199204176676,0.8272484416740873,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7411362805584156,0.8188405797101449,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7476811739789213,0.8290941543953592,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7738523764478711,0.8169838945827232,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7439420321398774,0.8282290279627164,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7624989187183114,0.7963800904977375,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7431851349579068,0.8270342374388617,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.6575845980841084,0.8043390920048212,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7451439988168685,0.8291167332445628,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7347211409405338,0.7810650887573964,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.741627391725335,0.828104286345559,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7566718568187716,0.8245048364808844,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7461234307463496,0.8301552106430156,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7542686210658787,0.827115559599636,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7417606335334053,0.8262994224788983,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7487882669077577,0.7900744416873449,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7525336871566058,0.8334817453250223,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7668631111334343,0.810942843185149,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7451439988168685,0.8291167332445628,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7544458117425796,0.821626617375231,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7428293584023262,0.828988068935042,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7269394007885683,0.8336148648648649,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7425182283164653,0.8317265556529361,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7613415985110402,0.7963891675025075,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7490610289337029,0.8290062667860341,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7524381158073618,0.7887606623181134,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.742472884245656,0.8266666666666667,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.6840257721746459,0.8098006644518272,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7438527392004375,0.8265715559518502,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.761654821400169,0.8083657587548638,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7454111800340987,0.8297872340425532,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7627228486680006,0.8064674179323861,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7501297538026235,0.8317008014247551,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7457634685842325,0.804935927859516,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7430511955487471,0.8245299910474485,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.746120640341992,0.8122962272938985,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7477704669183611,0.8307418924922256,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7278713958439718,0.817013735046522,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7477258204486413,0.8299198575244879,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7478499934425498,0.7615507169410515,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7342384009866869,0.8280365694383979,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7497711868426854,0.8159851301115242,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7522218594696557,0.8319928507596068,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7515940184892194,0.8009708737864077,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.749372856620653,0.8305084745762712,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7632544206981033,0.7870036101083032,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7438080927307177,0.8257372654155496,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7535996216211691,0.8186046511627907,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7358847395576091,0.824360105913504,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7409486258653741,0.7446924333151878,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7394020442502325,0.8296101620674551,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7534203381412,0.8102710413694721,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7507980556462437,0.835465372739303,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7207070326561023,0.829535864978903,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7454111800340987,0.8297872340425532,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7446096363824082,0.8277703604806409,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7433630232356971,0.8260481712756468,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7381086918305332,0.8138686131386861,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7422503494981457,0.8268206039076377,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7557293977470275,0.7671816728822589,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7491503218731426,0.8306595365418895,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7516421529643861,0.8254545454545454,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7483494758225415,0.8328912466843501,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7225605587505685,0.7033849684452094,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7432744278973467,0.8286852589641435,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7370399669616124,0.8110091743119267,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7498186237167628,0.8344370860927153,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7528859757067399,0.8087744396757273,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7483487782214521,0.8286353467561521,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7535940408124541,0.7776628748707343,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7449214640693582,0.8292682926829268,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7486138666354142,0.8159480760315253,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7475032857011308,0.8300711743772242,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7447393901850317,0.8028571428571428,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7422057030284259,0.8259902091677792,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.765393963239213,0.8091976516634051,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7457223101199594,0.8270004470272687,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7328104115567387,0.8049907578558225,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.749729330777323,0.8328159645232815,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7413609081091942,0.8316571928290337,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7469249743980401,0.8321554770318021,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7346360336076301,0.8091743119266055,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7417613311344946,0.8305531167690957,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7448321711299184,0.8276169265033407,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7483934246911721,0.8294642857142858,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7255421058065523,0.6941176470588235,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7463906119635797,0.8308237378210807,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7364630508607003,0.8222222222222222,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7495953913681632,0.8303571428571429,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7212239550633283,0.6901822457378013,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7470135697363904,0.8295505117935025,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7580042748994757,0.8044856167723062,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.749328210150933,0.829682610639249,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7439399393366093,0.8149171270718232,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.750664116237084,0.8330373001776199,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7759898261857126,0.8229618909792571,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7392241559724421,0.8305676855895197,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7643719776432802,0.8215297450424929,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7481708899436618,0.8296164139161463,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.766862413532345,0.805940594059406,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.743452316175137,0.827708703374778,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7614783283245576,0.8190836088804913,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7404254250483437,0.827220503756076,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7322223338383964,0.7280799112097669,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7444317481046179,0.8287488908606921,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7665073345778537,0.8131974769529354,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.743764143862087,0.8292035398230089,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7538158779588751,0.7716535433070866,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.740336132108904,0.8255659121171771,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7524855526814391,0.8100664767331434,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7458562495291192,0.8294849023090586,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.756088662308055,0.7927927927927928,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7486166570397715,0.8335540838852097,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7477655837107355,0.7982541222114452,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7413602105081047,0.827433628318584,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.6614751193595464,0.5332409972299169,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7535131190860868,0.8345195729537367,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.6927067201308141,0.8162588137702198,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7474586392314111,0.8292465448060633,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7551085327774848,0.7861858811579482,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7369527668254408,0.8227454464682363,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7524436966160767,0.8275237664101404,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7541360768588977,0.8332588287885561,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7296516738240537,0.8157072735385988,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.743452316175137,0.827708703374778,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7548859980299746,0.7864028411973617,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7402475367705534,0.8281938325991189,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7603196129151075,0.809477756286267,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7470582162061103,0.8303730017761989,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.763522299516423,0.7932960893854749,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7386444494671723,0.8241563055062167,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.691504753453823,0.8154292824554127,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7468356814586001,0.8305235137533274,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7028358879485226,0.642190416925949,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7401142949624829,0.8299737072743207,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7322216362373073,0.7211267605633803,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7418506240739345,0.8321678321678322,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.754842049161344,0.7907676869041645,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7431404884881868,0.8262032085561497,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7486989739683177,0.7880299251870324,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7504862279592937,0.8339973439575034,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7324009197172762,0.7332601536772777,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7413155640383848,0.8266075388026608,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7501737026712542,0.8282374100719424,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7423396424375857,0.8284703801945181,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7505692424889291,0.7936821322803553,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7479037087264315,0.8289414917373827,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7546167240094762,0.7684154742978272,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7388676818157719,0.8282828282828283,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7497635132307022,0.7568733153638814,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7357068512798189,0.8253409590849098,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.741082565274534,0.7483801295896328,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7412709175686648,0.8257777777777778,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7546243976214595,0.825091575091575,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7450547058774287,0.8274632189032546,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7579212603698402,0.8432574430823118,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7415380987858952,0.8264536173990236,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7754973198166146,0.8024439918533605,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7489724335953523,0.8316303864948912,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7268905687123122,0.8069059518400727,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7473700438930606,0.831858407079646,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7071742691233387,0.8229384679782336,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7449214640693582,0.8292682926829268,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7731380329323522,0.8014220416455053,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7418499264728452,0.8279522335249889,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7217283206509455,0.8144557073600706,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.748794545317562,0.8325952170062002,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7524429990149872,0.8230980751604033,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7484827176306118,0.8311111111111111,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.74728144855471,0.8344312692138779,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7501744002723436,0.8325188804975566,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7320556071780362,0.8174921909861669,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7512870740098948,0.8317715305667113,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7722039450736807,0.8064032016008004,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7474586392314111,0.8292465448060633,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7653067631030414,0.8217494089834515,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7491056754034227,0.8298347476552033,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7251863292509718,0.6977829638273045,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.750307642080414,0.8307280035730237,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7586746695463641,0.8230376219228983,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7449654129379889,0.825794894760412,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7570729774451616,0.8277752398355414,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7491056754034227,0.8298347476552033,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7728262052454021,0.7995920448750637,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7482601828831016,0.8312611012433393,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7363305066537191,0.8283093053735255,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.744342455165178,0.8270944741532977,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7595620181320475,0.8031418753068238,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7479483551961514,0.8297682709447415,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.749106373004512,0.8340688437775816,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7409151410130842,0.8277385159010601,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7470142673374799,0.8337730870712401,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.745277240624939,0.8273092369477911,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7032111973346057,0.8139633886760324,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7436302044529273,0.8267260579064588,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.748703159574854,0.8177203507152746,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7429626002103965,0.8271879164815638,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.752664836161408,0.8183929400836043,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.744342455165178,0.8270944741532977,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7489696431909948,0.8138124125058329,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7462566725544199,0.8283548818546589,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7314333470063147,0.8231680561649847,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7412709175686648,0.8257777777777778,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7316551841527356,0.8186666666666667,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7494175030903728,0.831330663106364,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7153201570439573,0.8240779991521832,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7429626002103965,0.8271879164815638,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7572927217883143,0.809042809042809,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7454111800340987,0.8297872340425532,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7299209478445522,0.829247311827957,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7475479321708509,0.8308921438082557,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7079751151739399,0.8207507380851962,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7405586668564141,0.8254109284762328,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7755887055593226,0.8194647201946472,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7478597598578011,0.832375055285272,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7493630902054016,0.7585836909871244,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7489277871256323,0.8308103294746215,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7271486811153806,0.7361036157582299,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.748660605908402,0.8301382077574677,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7499853503771231,0.7502738225629791,binary,resnet,deeploc
WCYKMVHQFDGRLITNEASP,0.7441199204176676,0.8272484416740873,binary,custom,deeploc
WCYKMVHQFDGRLITNEASP,0.7531531569239698,0.8095238095238095,binary,resnet,deeploc
