Accuracy,Class0_Accuracy,Class1_Accuracy,Train_Class0_Count,Train_Class1_Count,Dataset,Ratio
0.6593014967925873,0.8461538461538461,0.47218259629101283,2104,2104,Q1,0.9
0.6600142551674982,0.8561253561253561,0.463623395149786,2104,2104,Q1,0.9
0.6657163221667854,0.8504273504273504,0.48074179743223966,2104,2104,Q1,0.9
0.6578759800427655,0.8433048433048433,0.47218259629101283,2103,2105,Q1,0.9
0.6628652886671419,0.8490028490028491,0.4764621968616263,2103,2105,Q1,0.9
0.5630791161796151,0.6225071225071225,0.5035663338088445,3787,3788,Q3,0.5
0.5545260156806843,0.5455840455840456,0.5634807417974322,3787,3788,Q3,0.5
0.5623663578047042,0.6011396011396012,0.5235378031383737,3787,3788,Q3,0.5
0.5673556664290805,0.6908831908831908,0.44365192582025675,3787,3788,Q3,0.5
0.5253029223093372,0.21937321937321938,0.8316690442225392,3787,3788,Q3,0.5
0.5302922309337135,0.18091168091168092,0.8801711840228246,3787,3788,Q3,0.5
0.5652173913043478,0.5954415954415955,0.5349500713266762,3787,3788,Q3,0.5
0.5466856735566643,0.47293447293447294,0.6205420827389444,3788,3788,Q3,0.5
0.5588025659301497,0.5484330484330484,0.5691868758915835,3788,3788,Q3,0.5
0.5659301496792587,0.5897435897435898,0.5420827389443652,3787,3789,Q3,0.5
0.5915894511760513,0.8575498575498576,0.3252496433666191,3156,3157,Q3,0.6
0.594440484675695,0.7421652421652422,0.44650499286733236,3156,3157,Q3,0.6
0.5637918745545261,0.603988603988604,0.5235378031383737,3156,3157,Q3,0.6
0.5894511760513186,0.7307692307692307,0.4479315263908702,3156,3157,Q3,0.6
0.5923022095509622,0.8760683760683761,0.30813124108416545,3156,3157,Q3,0.6
0.5951532430506058,0.8689458689458689,0.3209700427960057,3157,3157,Q3,0.6
0.5915894511760513,0.8931623931623932,0.289586305278174,3157,3157,Q3,0.6
0.5937277263007841,0.8561253561253561,0.3309557774607703,3157,3157,Q3,0.6
0.5894511760513186,0.8290598290598291,0.34950071326676174,3156,3158,Q3,0.6
0.594440484675695,0.8846153846153846,0.30385164051355207,3156,3158,Q3,0.6
0.5787598004276551,0.6951566951566952,0.46219686162624823,2704,2705,Q3,0.7
0.6122594440484675,0.7279202279202279,0.4964336661911555,2705,2705,Q3,0.7
0.5972915181753385,0.7863247863247863,0.4079885877318117,2705,2705,Q3,0.7
0.586600142551675,0.8561253561253561,0.3166904422253923,2705,2705,Q3,0.7
0.5880256593014968,0.6210826210826211,0.5549215406562055,2705,2705,Q3,0.7
0.5901639344262295,0.7279202279202279,0.4522111269614836,2705,2705,Q3,0.7
0.5937277263007841,0.7535612535612536,0.43366619115549215,2704,2706,Q3,0.7
0.5972915181753385,0.7720797720797721,0.4222539229671897,2704,2706,Q3,0.7
0.5887384176764077,0.7279202279202279,0.44935805991440797,2704,2706,Q3,0.7
0.5994297933000713,0.7806267806267806,0.41797432239657634,2704,2706,Q3,0.7
0.66928011404134,0.698005698005698,0.6405135520684736,2367,2367,Q3,0.8
0.6364932287954383,0.8746438746438746,0.3980028530670471,2367,2368,Q3,0.8
0.6550249465431219,0.8660968660968661,0.44365192582025675,2367,2368,Q3,0.8
0.6343549536707056,0.8632478632478633,0.4051355206847361,2367,2368,Q3,0.8
0.6650035637918745,0.7706552706552706,0.5592011412268189,2367,2368,Q3,0.8
0.6593014967925873,0.8162393162393162,0.5021398002853067,2367,2368,Q3,0.8
0.6429080541696365,0.8760683760683761,0.4094151212553495,2367,2368,Q3,0.8
0.6329294369208838,0.8917378917378918,0.37375178316690444,2367,2368,Q3,0.8
0.6821097647897363,0.6723646723646723,0.6918687589158345,2367,2368,Q3,0.8
0.6222380612972203,0.8846153846153846,0.3594864479315264,2367,2368,Q3,0.8
0.6571632216678546,0.8418803418803419,0.47218259629101283,2103,2104,Q3,0.9
0.6642908054169636,0.8518518518518519,0.4764621968616263,2103,2104,Q3,0.9
0.6578759800427655,0.8589743589743589,0.456490727532097,2103,2104,Q3,0.9
