encoding,auroc,accuracy,task,model,dataset
WCYKMVHQFDGRLITNEASP,0.7140180475437926,0.36673224878191946,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8075370436342599,0.43370840362442264,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6788646072195258,0.2670418272591468,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8032240255403306,0.4577154442425916,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7220201183321134,0.39088354823747085,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8038616792120873,0.4392501486664229,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7195495376323656,0.36455569090853984,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8084372209966997,0.4222833255089709,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7316556017561785,0.36755156953109996,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8064602105131892,0.48225233257504324,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7355345267054766,0.3854323540626321,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.809732356595898,0.44323880346519384,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6831447774174948,0.2750406212033598,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8068948710773579,0.38833110797413706,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7388404009975446,0.39993641697423543,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8041829149299919,0.3911290694772492,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7025836750244903,0.3547179053659118,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8058339401920496,0.3979645109063947,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7354206011568964,0.4258737745812902,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8022090259767409,0.42116490730279993,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7426639245325237,0.3438453272122509,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.805485250601477,0.42937211131885544,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7312383131748946,0.34003185908199096,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8023935940940579,0.3828568563808186,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7439129307341154,0.39325857188924457,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8061152350761803,0.3961469996951509,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7011220455546814,0.3213218993839784,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8061515134008301,0.45015111275710923,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7270796064578396,0.3662102403932649,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8005446290787104,0.432559728807257,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6996502043956634,0.3219758418216553,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8084427631374048,0.4142435874566243,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7115246932666771,0.31894565285869636,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8022900613165845,0.43805539431379215,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7327975302390443,0.43060861806364886,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8058708532053664,0.4390794249888783,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7397937982206866,0.4286262339495163,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8013278382003269,0.44931520844745415,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7390772079211729,0.35751109534331593,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8030870622110516,0.4589515340067346,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.761808162750594,0.4251808973625836,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8018408693867624,0.432887716176387,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6972820324815896,0.3008390832093882,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8092495767410467,0.42188469229961634,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.728387111792174,0.39295814543647467,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8056444975790171,0.4564929235761487,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7117890214467184,0.3386337940917359,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8070980288164329,0.4126210671855432,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7440711448919235,0.3775983765790039,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8043558448722601,0.45747953789413937,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.734099084271694,0.39626788789893697,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.807257774172729,0.4627502838052857,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7482918971405177,0.403121624088001,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8111127406109151,0.4181855981746769,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7089542128560393,0.3195182893434548,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8070857250252121,0.4225001252738922,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.697167296097829,0.263667325771147,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8088836742456085,0.4522415643879902,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6825203635599747,0.26997092569313874,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8092721874297626,0.4621862348178138,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7264152262406006,0.3632477088226551,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8030887548865089,0.4459277959319775,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7031032928452975,0.32301934712435243,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8049278261208868,0.4407455202652586,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7125999305136151,0.3378282140985667,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8049178163733239,0.433990373901052,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6882598507182582,0.31915664999853977,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8082843122145743,0.48346830732515694,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7323684571514392,0.37637321917532995,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.80425802509272,0.404247899053052,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7239406843016704,0.3981737873349581,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8094593245574755,0.39433197553283145,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7249284276932422,0.3448582493605975,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.798037317793842,0.37855026033849565,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7235471832198026,0.34389352351055436,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.804328708857376,0.44552016029057945,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6985508131606062,0.31896883218359523,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.7999320736198644,0.384183566379747,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7470935860386354,0.4039543396376737,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8063163799146942,0.42140869741184056,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.734972485054867,0.3876712561005612,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8063158884895122,0.46702911636580824,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7499579004385986,0.3460278312299711,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8074807749514126,0.4376167923624751,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.741487689151958,0.37149423208084403,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8033568730078864,0.44572854741813817,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7361021477225022,0.39163878230239163,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8081736523693035,0.45559879395078784,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7078278347826653,0.32924534791273274,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8022441323420967,0.42598339068399005,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.734970738031899,0.4209405383461675,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8042840144295805,0.415515596203967,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7010663857167365,0.3025676881499565,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.807895467448607,0.4029540367100372,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7322136383458001,0.39387663892497543,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8077270568098562,0.44710165017251635,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.735004701367513,0.3658030743563801,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8052287864573122,0.4513345946640242,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7212181380143966,0.35695855800530396,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8065192753749864,0.4670459499619347,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7365888362277755,0.3426533797465474,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8093328394994582,0.4184639763891031,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7282552686144835,0.36520620997779857,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.7981147282375395,0.38173053307344446,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7481127990741925,0.4065460451692304,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8075309067445273,0.44666256285854705,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7226309393229184,0.3869757126071099,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.801873292243647,0.45756847551014757,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7330951439070604,0.35972034814385967,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8053550561581047,0.39177734578631107,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7252545095096288,0.40160313481430265,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8072696943026954,0.40019472555115393,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7166187752834763,0.36927912877431174,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8057650390139536,0.3866053830227743,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7246438578221184,0.361773590447562,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.7990637364913725,0.42498375777412367,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7379537070199204,0.4206355648748653,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8051839825651033,0.44290510640948544,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7255762802959385,0.33659637050400076,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8053435775114453,0.40900996665247985,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6824041913073213,0.2764263699218711,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8058605082446515,0.4688618009605799,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7489649367593463,0.44781003499746835,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8054475227330384,0.4364535817201075,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7041408226734273,0.34143701761628514,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8009055132220892,0.3828175647727122,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7258042152693956,0.4292901595360602,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8049073488978056,0.40554534159847827,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7380237039844934,0.3623647929374795,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8109818461521991,0.4743370497076054,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7226029030817948,0.41700524246889614,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8097816460876391,0.4427756535875165,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7330512061510897,0.3548883641644196,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8058261669542907,0.45282099059954256,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7290249799252594,0.37769895203180576,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8085591835078715,0.45292322067562585,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7012425088464167,0.32677790596554335,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8059613709783043,0.44187787509131243,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.751011663673785,0.40263567111811416,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8051682576379907,0.4149370599374659,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.719348676138017,0.28035617096986337,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8099741549811332,0.4560688505081707,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6943551719009147,0.3288446099819488,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8077703421454645,0.4295901568199015,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7066897768798749,0.2992676375144822,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8076706906539017,0.39315758073852725,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7039762011897397,0.31727882373062233,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8082412820328455,0.45486487143528587,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7298320572812649,0.43538578706596043,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8032981341589182,0.44867138012762664,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7285267184255007,0.4074538530315463,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8064179466338691,0.4463681605326147,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7380207598155134,0.3902192433168878,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8062403147226076,0.39837991206536516,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7397119731160874,0.37080621611718134,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8055520363787242,0.45502057240668065,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.697108332874434,0.2829635695614871,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8055750285167648,0.40125836938899295,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7064472790282863,0.3606190933756198,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8081515823951344,0.4119241839978353,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7302851810162755,0.361739791995616,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8043734922407781,0.40941410598456446,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7277128203551724,0.3889864882258659,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8046410252887997,0.42749597464399935,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7393842656875004,0.36089537690962176,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8049426129955952,0.45088531334613285,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7376769264357844,0.39813058419243985,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8065528157261841,0.45356050517123403,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7187579377103204,0.4099411886157801,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8055566470669404,0.4427689755370148,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7240806335418339,0.3699081651410309,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.805874681138025,0.43764647441393867,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6847729993875777,0.2688164183130253,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8067326763320766,0.4370053474594928,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7230514306875355,0.38517092919052753,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8023087861433776,0.4446631721995729,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.709726545566123,0.3759232114668332,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8109269708128266,0.44287335750100576,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7072380621287578,0.3958636036568629,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8061872677509877,0.4456536343208321,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7270460211568894,0.3198042314115911,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8074173511768834,0.417601507718744,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7284484445562264,0.3651824907108825,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8074006425022038,0.39854820150658465,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.743937312363863,0.37594810316808847,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8071139825513338,0.4386079162789974,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6935132730012159,0.3213018302291272,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8046058648936008,0.38834471444748014,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7445159377562279,0.42484526925629984,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8077416235642703,0.42179005742236547,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.730836389219057,0.3733969309700441,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8062065357308029,0.4762173659684679,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6801730963474513,0.3135725768750962,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8059055163508427,0.44625983233806626,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7319533153892468,0.3931012014296591,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8002216085533924,0.42301425593734365,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7337907889970525,0.3527367265882109,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8073204907361575,0.45113493509577635,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7346993350410742,0.3705597983112075,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8054278021705972,0.45023102674465665,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7409543216031065,0.42148443405946007,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.799609187052178,0.415997830552286,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7321514919859752,0.36422802782548713,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8027543209956631,0.4631364717652439,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7141692734256122,0.2655528689703137,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8077414345341198,0.4550470360551011,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7138405682748937,0.33603138566696605,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8075794492296178,0.4208462477904634,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6937178899720026,0.30984797053369667,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8091128085943122,0.4270746639838013,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7391372512121741,0.37433951801864934,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8021260513524032,0.4359180530488228,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7292158696041346,0.33139677482776075,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8053621134229779,0.3894056684639331,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7161182020620906,0.3696147559838824,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8038300405841705,0.43626774138040203,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7067486782854255,0.3727484146493757,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.7929621449953225,0.4520176943684174,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7372530925317531,0.3868530425444268,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8056557148030548,0.4385275941252165,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7403261962160267,0.4243354628631707,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8074078445167489,0.39086533886705166,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7305885062530671,0.38091945000138666,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8060528884916589,0.39155619334327463,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7414235056703247,0.41914905795103036,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.7977718731331327,0.3861575965504723,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7414848746853153,0.361756055945684,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8085088190189488,0.45681263160088753,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7367491370649619,0.4222159785521578,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8043213657581312,0.39987116334485845,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7403458159525956,0.40908260157669263,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.807002948742868,0.4619801845478452,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7124087959378628,0.36296776583133006,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8053194932295537,0.4535596547048222,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7175481235757538,0.35704277493506414,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8070651510588945,0.4274129773654348,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7267043973321509,0.32508283902601004,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8059263277476285,0.39294092703605277,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7008840893920038,0.31065181778013073,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8075510892287033,0.4428102895725933,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7230980108806316,0.35754894881731064,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8052838604141839,0.4493926002790493,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7264005334691612,0.36017122140326224,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8055222178326622,0.4037032004147747,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7274011879719682,0.4119081092656338,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8060378421443678,0.45826833977887843,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7023214229740274,0.32027748992999927,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8101376004225982,0.45254657537726883,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7192113117892236,0.34416242817754683,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8067407322543201,0.39644099948650524,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7421266473139363,0.39511304007915365,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8092347096124033,0.44618764797319876,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7140624497189211,0.33424384456390244,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8035302470463147,0.4061186414519618,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.719808117465847,0.3264212401659097,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8036671631085965,0.39772783070530665,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7338793294023899,0.39130943117309375,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8042366738870623,0.4449765631247173,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7387458660684743,0.3933332723770705,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8051906864033465,0.39226016810982733,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6995366786439439,0.3429740526574819,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8032525327244399,0.39042088058024305,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7543535919056569,0.4244247950395,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8076040762697028,0.4579242956995901,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6989736360620225,0.341506293712577,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8057946915429639,0.395374279168904,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7192065586254572,0.3885194777702569,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.805742807421604,0.41085802522307446,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7320712225289,0.35409178720443824,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8067664636055462,0.46913955746457925,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7326706767467603,0.3895353597598866,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8050173953725623,0.38461784828699663,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.724465072842152,0.27642865877240874,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8042790094382136,0.43662809724029283,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.6939646888891181,0.2846821841053492,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8060124713319364,0.4440338995442267,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.733786382262838,0.3903737359108076,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8070921082129943,0.4011883900624039,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7237830289694763,0.3486709288794179,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8074188824907484,0.45633076379530096,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7327998914925999,0.40218080647475435,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.805056290392128,0.39434756571341933,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7409955994425322,0.39444564202346216,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8037399434120394,0.39998919724630977,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7439634294953047,0.3995620859402446,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.8023150783811992,0.3942389828512901,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7370871605087655,0.3860623136452174,multiclass,resnet,tox
WCYKMVHQFDGRLITNEASP,0.806246786283921,0.40066246096034436,multiclass,custom,tox
WCYKMVHQFDGRLITNEASP,0.7114388558818353,0.3779632173382173,multiclass,resnet,tox
