accuracy
0.7017543859649122
0.8070175438596491
0.7368421052631579
0.7368421052631579
0.6666666666666666
0.6842105263157895
0.7368421052631579
0.7192982456140351
0.8421052631578947
0.7192982456140351
0.7192982456140351
0.7719298245614035
0.75
0.7142857142857143
0.75
0.8035714285714286
0.7678571428571429
0.7142857142857143
0.7142857142857143
0.7678571428571429
0.6607142857142857
0.75
0.6071428571428571
0.75
0.6785714285714286
0.7142857142857143
0.6607142857142857
0.6964285714285714
0.7321428571428571
0.6607142857142857
0.7321428571428571
0.7321428571428571
0.6964285714285714
0.6607142857142857
0.6607142857142857
0.7678571428571429
0.7321428571428571
0.6964285714285714
0.7321428571428571
0.6964285714285714
0.7321428571428571
0.7321428571428571
0.6785714285714286
0.6964285714285714
0.6964285714285714
0.7678571428571429
0.5714285714285714
0.7321428571428571
0.6428571428571429
0.6428571428571429
0.6607142857142857
0.75
0.75
0.625
0.6428571428571429
0.6964285714285714
0.7321428571428571
0.75
0.6964285714285714
0.6785714285714286
0.6785714285714286
0.7321428571428571
0.7678571428571429
0.6964285714285714
0.625
0.6607142857142857
0.75
0.6964285714285714
0.6785714285714286
0.7678571428571429
0.75
0.7142857142857143
0.6785714285714286
0.75
0.75
0.7142857142857143
0.75
0.7321428571428571
0.7321428571428571
0.7321428571428571
0.6607142857142857
0.6785714285714286
0.7142857142857143
0.8035714285714286
0.75
0.6964285714285714
0.7857142857142857
0.8571428571428571
0.6964285714285714
0.7142857142857143
0.8035714285714286
0.6607142857142857
0.7678571428571429
0.7321428571428571
0.8035714285714286
0.7857142857142857
0.7142857142857143
0.75
0.6785714285714286
0.6964285714285714
